pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
CU,8/22/2023,78.3,-1.53,7.12,"Verlander, Justin",807799,434378,field_out,hit_into_play,,,,,5,Masataka Yoshida flies out to center fielder Mauricio Dubon.,R,L,R,HOU,BOS,X,8,fly_ball,1,2,2023,0.8,-0.95,0.15,2.34,,,457759,2,1,Top,115.64,103.07,,,455117,,,2.140678915,-113.960099,-1.654701797,6.511367939,22.28928592,-40.28821636,3.24,1.42,242,79.9,46,77.6,2735,5.9,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.6,0.037,0.039,0,1,0,0,3,4,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,39,0.022,-0.175
SL,8/22/2023,86.8,-1.57,7.18,"Verlander, Justin",807799,434378,,foul,,,,,11,Masataka Yoshida flies out to center fielder Mauricio Dubon.,R,L,R,HOU,BOS,S,,,1,2,2023,0.33,0.27,-0.21,3.56,,,457759,2,1,Top,,,,,455117,,,2.551493863,-126.4086404,-3.060322219,3.090116345,24.43535042,-28.89899965,3.24,1.42,233,73.2,40,86.3,2384,5.8,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.7,,,,,,,,4,4,Slider,0,0,0,0,0,0,0,0,,Standard,164,0,0
FF,8/22/2023,94.2,-1.26,7.18,"Verlander, Justin",807799,434378,,foul,,,,,5,Masataka Yoshida flies out to center fielder Mauricio Dubon.,R,L,R,HOU,BOS,S,,,1,1,2023,-0.76,1.76,-0.23,2.27,,,457759,2,1,Top,,,,,455117,,,4.314579243,-136.7222254,-10.77106846,-10.48493555,33.67987311,-7.840763276,3.24,1.42,113,80.3,80,92.9,2435,5.9,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.58,,,,,,,,4,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,205,0,-0.05
FF,8/22/2023,94.2,-1.28,7.23,"Verlander, Justin",807799,434378,,ball,,,,,12,Masataka Yoshida flies out to center fielder Mauricio Dubon.,R,L,R,HOU,BOS,B,,,0,1,2023,-0.72,1.67,0.79,3.74,,,457759,2,1,Top,,,,,455117,,,6.924818569,-136.7869149,-6.952902609,-10.63574359,33.1903836,-9.87090203,3.3,1.46,,,,93.2,2428,6,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.46,,,,,,,,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208,0,0.021
CU,8/22/2023,76.4,-1.44,7.24,"Verlander, Justin",807799,434378,,called_strike,,,,,2,Masataka Yoshida flies out to center fielder Mauricio Dubon.,R,L,R,HOU,BOS,S,,,0,0,2023,0.67,-1.13,-0.14,2.83,,,457759,2,1,Top,,,,,455117,,,1.515298059,-111.2536872,-0.138783647,5.219835269,22.56771563,-41.70636106,3.24,1.33,,,,75.4,2762,5.8,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.66,,,,,,,,4,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,36,0,-0.038
SL,8/22/2023,88.3,-1.36,7.15,"Verlander, Justin",457759,434378,single,hit_into_play,,,,,6,Justin Turner singles on a line drive to center fielder Mauricio Dubon.,R,R,R,HOU,BOS,X,8,line_drive,2,2,2023,0.24,0.62,0.65,2.78,,,,2,1,Top,116.14,74.07,,,455117,,,4.35814204,-128.5174639,-5.833852582,1.832549075,25.20150862,-24.31572239,3.38,1.52,253,92.4,14,87.8,2589,5.9,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.63,0.951,0.9,0.9,1,1,0,4,3,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,176,-0.012,0.149
SL,8/22/2023,87.7,-1.36,7.08,"Verlander, Justin",457759,434378,,ball,,,,,14,Justin Turner singles on a line drive to center fielder Mauricio Dubon.,R,R,R,HOU,BOS,B,,,1,2,2023,0.49,0.49,1.54,1.69,,,,2,1,Top,,,,,455117,,,5.962057622,-127.5890437,-7.917458476,4.24920352,23.88141543,-25.4693667,3.44,1.56,,,,87.3,2501,5.9,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.65,,,,,,,,3,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,159,0,0.016
FF,8/22/2023,95.8,-1.05,7.15,"Verlander, Justin",457759,434378,,ball,,,,,11,Justin Turner singles on a line drive to center fielder Mauricio Dubon.,R,R,R,HOU,BOS,B,,,0,2,2023,-0.84,1.81,-0.71,4.3,,,,2,1,Top,,,,,455117,,,2.773768254,-139.3320474,-5.911124753,-11.48531812,34.52539192,-7.486972689,3.58,1.56,,,,94.5,2546,5.8,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.71,,,,,,,,3,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,207,0,0.008
FF,8/22/2023,93.6,-1.16,7.25,"Verlander, Justin",457759,434378,,foul,,,,,3,Justin Turner singles on a line drive to center fielder Mauricio Dubon.,R,R,R,HOU,BOS,S,,,0,2,2023,-0.55,1.87,0.73,3.3,,,,2,1,Top,,,,,455117,,,6.003058811,-136.0433494,-8.476692662,-8.11319942,30.24397585,-7.24238971,3.38,1.52,311,89.7,34,92.5,2477,5.7,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.79,,,,,,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,200,0,0
FF,8/22/2023,94.4,-1.07,7.28,"Verlander, Justin",457759,434378,,swinging_strike,,,,,11,Justin Turner singles on a line drive to center fielder Mauricio Dubon.,R,R,R,HOU,BOS,S,,,0,1,2023,-0.65,1.75,-0.47,3.61,,,,2,1,Top,,,,,455117,,,2.974989433,-137.2951841,-7.665272793,-8.897932718,31.51034547,-8.49135575,3.38,1.52,,,,93.4,2491,5.8,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.72,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,202,0,-0.023
FF,8/22/2023,94.7,-1.32,7.19,"Verlander, Justin",457759,434378,,called_strike,,,,,5,Justin Turner singles on a line drive to center fielder Mauricio Dubon.,R,R,R,HOU,BOS,S,,,0,0,2023,-0.65,1.71,0.1,2.91,,,,2,1,Top,,,,,455117,,,5.111327819,-137.4808971,-9.212381901,-9.413580643,31.69107901,-8.640387699,3.56,1.56,,,,93.8,2481,6,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.52,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,200,0,-0.017
FF,8/22/2023,95.5,-1.25,7.25,"Verlander, Justin",646240,434378,strikeout,swinging_strike,,,,,1,Rafael Devers strikes out swinging.,R,L,R,HOU,BOS,S,2,,1,2,2023,-0.77,1.84,-0.73,2.98,,,,1,1,Top,,,,,455117,,,3.069414602,-138.6960956,-9.569311342,-10.62755435,32.94033869,-6.530729174,3.39,1.55,,,,94.1,2552,5.7,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.78,,,0,1,0,0,,2,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,Standard,205,0.015,-0.119
FF,8/22/2023,94.6,-1.26,7.25,"Verlander, Justin",646240,434378,,swinging_strike,,,,,4,Rafael Devers strikes out swinging.,R,L,R,HOU,BOS,S,,,1,1,2023,-0.75,1.78,-0.51,2.71,,,,1,1,Top,,,,,455117,,,3.571621287,-137.3494992,-9.964702864,-10.27088791,31.98744535,-7.614600172,3.39,1.55,,,,93.5,2534,5.9,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.63,,,,,,,,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,Standard,205,0,-0.043
FF,8/22/2023,94.8,-1.26,7.23,"Verlander, Justin",646240,434378,,ball,,,,,11,Rafael Devers strikes out swinging.,R,L,R,HOU,BOS,B,,,0,1,2023,-0.74,1.69,-0.99,3.81,,,,1,1,Top,,,,,455117,,,2.319759213,-137.9858764,-6.978166346,-9.944819453,31.28920305,-9.225473049,3.44,1.65,,,,93.8,2383,5.7,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.78,,,,,,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,Standard,206,0,0.019
FF,8/22/2023,94.9,-1.41,7.2,"Verlander, Justin",646240,434378,,swinging_strike,,,,,4,Rafael Devers strikes out swinging.,R,L,R,HOU,BOS,S,,,0,0,2023,-0.83,1.74,-0.81,2.26,,,,1,1,Top,,,,,455117,,,3.395653568,-137.8190654,-11.02529507,-11.34256715,31.94998652,-7.691387784,3.39,1.55,,,,93.8,2491,5.8,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.66,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,Standard,203,0,-0.026
FF,8/22/2023,94.8,-1.32,7.16,"Verlander, Justin",657077,434378,field_out,hit_into_play,,,,,5,Alex Verdugo flies out to center fielder Mauricio Dubon.,R,L,R,HOU,BOS,X,8,fly_ball,1,1,2023,-1,1.4,-0.05,2.86,,,,0,1,Top,101.58,96.09,,,455117,,,5.496324019,-137.6472728,-8.54151949,-13.99681252,32.90463455,-12.69105617,3.54,1.55,265,88.6,49,93.5,2451,5.8,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.67,0.011,0.011,0,1,0,0,3,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,205,0.022,-0.229
FF,8/22/2023,93.1,-1.31,7.25,"Verlander, Justin",657077,434378,,foul,,,,,5,Alex Verdugo flies out to center fielder Mauricio Dubon.,R,L,R,HOU,BOS,S,,,1,0,2023,-0.92,1.71,0.01,2.57,,,,0,1,Top,,,,,455117,,,5.340767043,-135.1364683,-9.815477089,-12.50510563,30.81763488,-9.183425586,3.54,1.55,203,71.9,48,91.8,2508,5.8,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.74,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0,-0.047
FF,8/22/2023,93.8,-1.32,7.24,"Verlander, Justin",657077,434378,,ball,,,,,12,Alex Verdugo flies out to center fielder Mauricio Dubon.,R,L,R,HOU,BOS,B,,,0,0,2023,-1,1.69,0.3,3.97,,,,0,1,Top,,,,,455117,,,6.308471862,-136.3513413,-6.357983959,-13.86735224,31.89189113,-9.945859892,3.58,1.62,,,,92.6,2575,5.8,716895,434378,455117,673237,514888,608324,665161,676801,643289,663656,54.74,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,209,0,0.036
FF,8/16/2023,96.8,-1.31,6.93,"Verlander, Justin",663743,434378,field_out,hit_into_play,,,,,4,Nick Fortes pops out to third baseman Alex Bregman.,R,R,R,MIA,HOU,X,5,popup,1,1,2023,-0.74,1.69,-0.67,2.66,,650559,660821,2,5,Bot,120.75,186.46,,,455117,,,3.381598187,-140.574396,-9.560231406,-10.58916287,34.66656842,-7.798740424,3.21,1.52,44,63.9,77,95.7,2552,6,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.51,0.011,0.014,0,1,0,0,3,53,3,4-Seam Fastball,5,6,5,6,6,5,5,6,Standard,Standard,204,-0.066,-0.449
FF,8/16/2023,96.5,-1.26,6.94,"Verlander, Justin",663743,434378,,called_strike,,,,,7,Nick Fortes pops out to third baseman Alex Bregman.,R,R,R,MIA,HOU,S,,,1,0,2023,-0.67,1.72,-0.51,1.7,,650559,660821,2,5,Bot,,,,,455117,,,3.480489378,-139.9218778,-12.13265636,-9.566807888,33.54573257,-7.018867702,3.28,1.59,,,,95.7,2521,6.2,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.33,,,,,,,,53,2,4-Seam Fastball,5,6,5,6,6,5,5,6,Standard,Standard,203,0,-0.071
FF,8/16/2023,97,-1.29,6.89,"Verlander, Justin",663743,434378,,ball,,,,,13,Nick Fortes pops out to third baseman Alex Bregman.,R,R,R,MIA,HOU,B,,,0,0,2023,-0.79,1.49,-0.65,1.48,,650559,660821,2,5,Bot,,,,,455117,,,3.4892913,-140.6960839,-12.18373511,-11.24190035,34.55520401,-9.759896238,3.45,1.65,,,,96.2,2455,6.2,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.32,,,,,,,,53,1,4-Seam Fastball,5,6,5,6,6,5,5,6,Standard,Standard,207,0,0.048
FF,8/16/2023,96.6,-1.71,6.8,"Verlander, Justin",660821,434378,walk,ball,,,,,11,Jesus Sanchez walks.,R,L,R,MIA,HOU,B,,,3,2,2023,-0.65,1.58,-0.6,4.06,,650559,,2,5,Bot,,,,,455117,,,4.383553249,-140.4291408,-5.223565274,-9.68056791,35.75541443,-10.31516498,3.6,1.74,,,,95.2,2525,5.8,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.69,,,0.7,1,0,0,,52,6,4-Seam Fastball,5,6,5,6,6,5,5,6,Standard,Standard,207,0.015,0.18
CH,8/16/2023,86.9,-1.94,6.69,"Verlander, Justin",660821,434378,,swinging_strike,,,,,13,Jesus Sanchez walks.,R,L,R,MIA,HOU,S,,,3,1,2023,-1.29,0.74,-0.84,2.41,,650559,,2,5,Bot,,,,,455117,,,5.265220088,-126.4421504,-5.588932821,-14.89147322,25.94593104,-23.29022247,3.44,1.65,,,,86.8,1806,6.2,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.25,,,,,,,,52,5,Changeup,5,6,5,6,6,5,5,6,Standard,Strategic,233,0,-0.097
SL,8/16/2023,89.1,-1.71,6.83,"Verlander, Justin",660821,434378,,ball,,,,,1,Jesus Sanchez walks.,R,L,R,MIA,HOU,B,,,2,1,2023,0.16,0.31,-0.65,3.24,,650559,,2,5,Bot,,,,,455117,,,2.283448763,-129.7957074,-3.44476112,1.296923533,27.19743025,-28.11718469,3.61,1.74,,,,88.7,2565,6,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.54,,,,,,,,52,4,Slider,5,6,5,6,6,5,5,6,Standard,Strategic,145,0,0.079
FF,8/16/2023,96.4,-1.74,6.77,"Verlander, Justin",660821,434378,,ball,,,,,11,Jesus Sanchez walks.,R,L,R,MIA,HOU,B,,,1,1,2023,-0.87,1.56,-1.01,3.92,,650559,,2,5,Bot,,,,,455117,,,3.877739801,-140.3146637,-5.505507734,-12.35576666,33.3620605,-10.48525576,3.64,1.74,,,,95.6,2436,5.9,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.56,,,,,,,,52,3,4-Seam Fastball,5,6,5,6,6,5,5,6,Standard,Strategic,214,0,0.023
FF,8/16/2023,96.3,-1.68,6.73,"Verlander, Justin",660821,434378,,foul,,,,,4,Jesus Sanchez walks.,R,L,R,MIA,HOU,S,,,1,0,2023,-0.71,1.56,-0.34,2.33,,650559,,2,5,Bot,,,,,455117,,,5.123892206,-139.8942643,-9.508723926,-10.46796992,33.44593848,-9.730271465,3.44,1.65,66,79.7,9,95.1,2492,5.8,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.66,,,,,,,,52,2,4-Seam Fastball,5,6,5,6,6,5,5,6,Standard,Strategic,210,0,-0.052
FF,8/16/2023,96.8,-1.62,6.81,"Verlander, Justin",660821,434378,,ball,,,,,14,Jesus Sanchez walks.,R,L,R,MIA,HOU,B,,,0,0,2023,-0.41,1.67,1.11,1.87,,650559,,2,5,Bot,,,,,455117,,,8.12545327,-140.2917447,-11.28171403,-7.336263739,33.40849624,-7.616663329,3.58,1.71,,,,95.6,2419,6,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.53,,,,,,,,52,1,4-Seam Fastball,5,6,5,6,6,5,5,6,Standard,Strategic,209,0,0.023
FF,8/16/2023,93.9,-1.46,7.01,"Verlander, Justin",650559,434378,double,hit_into_play,,,,,4,Bryan De La Cruz doubles (27) on a fly ball to center fielder Mauricio Dubon.   Jake Burger scores.,R,R,R,MIA,HOU,X,8,fly_ball,0,1,2023,-0.71,1.63,-0.57,2.69,,,669394,2,5,Bot,93.73,45.67,,,455117,,,3.855392522,-136.3751313,-8.877482613,-9.796825466,34.43887949,-10.1046513,3.3,1.61,363,97.6,27,92.5,2425,5.9,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.59,0.451,0.714,1.25,1,1,1,6,51,2,4-Seam Fastball,4,6,4,6,6,5,5,6,Standard,Standard,201,0.141,0.782
SL,8/16/2023,86.8,-1.68,6.9,"Verlander, Justin",650559,434378,,called_strike,,,,,5,Bryan De La Cruz doubles (27) on a fly ball to center fielder Mauricio Dubon.   Jake Burger scores.,R,R,R,MIA,HOU,S,,,0,0,2023,0.3,0.35,0.14,2.52,,,669394,2,5,Bot,,,,,455117,,,3.71679692,-126.3736285,-4.967312372,2.394028458,26.57994365,-27.58282724,3.7,1.81,,,,86.2,2600,5.9,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.56,,,,,,,,51,1,Slider,4,6,4,6,6,4,4,6,Standard,Standard,163,0,-0.038
CU,8/16/2023,78.5,-1.66,6.83,"Verlander, Justin",669394,434378,single,hit_into_play,,,,,5,Jake Burger singles on a sharp line drive to left fielder Chas McCormick.,R,R,R,MIA,HOU,X,7,line_drive,0,0,2023,0.68,-1.05,0.19,2.21,,,,2,5,Bot,55.41,109.87,,,455117,,,2.714272081,-114.2554011,-1.136334772,5.377921821,23.71162108,-41.27357133,3.23,1.53,233,103.9,13,77.5,2582,5.9,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.63,0.897,0.907,0.9,1,1,0,4,50,1,Curveball,4,6,4,6,6,4,4,6,,Standard,43,0.018,0.133
FF,8/16/2023,94.8,-1.42,6.88,"Verlander, Justin",665862,434378,field_out,hit_into_play,,,,,5,Jazz Chisholm Jr.  lines out to center fielder Mauricio Dubon.,R,L,R,MIA,HOU,X,8,line_drive,3,2,2023,-0.62,1.58,0.19,2.54,,,,1,5,Bot,115.27,68.4,,,455117,,,5.569780686,-137.607248,-9.076515443,-9.2255731,34.74123204,-10.16836841,3.51,1.67,326,99.1,21,93.9,2377,6.2,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.31,0.337,0.396,0,1,0,0,5,49,6,4-Seam Fastball,4,6,4,6,6,4,4,6,,Standard,207,-0.021,-0.207
FF,8/16/2023,96.6,-1.42,6.8,"Verlander, Justin",665862,434378,,ball,,,,,12,Jazz Chisholm Jr.  lines out to center fielder Mauricio Dubon.,R,L,R,MIA,HOU,B,,,2,2,2023,-0.64,1.49,0.28,3.93,,,,1,5,Bot,,,,,455117,,,5.944586952,-140.3819026,-5.376180565,-9.909510916,35.58415662,-11.51988894,3.66,1.77,,,,95.5,2436,6,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.53,,,,,,,,49,5,4-Seam Fastball,4,6,4,6,6,4,4,6,,Standard,209,0,0.059
FF,8/16/2023,95.5,-1.43,6.89,"Verlander, Justin",665862,434378,,foul,,,,,8,Jazz Chisholm Jr.  lines out to center fielder Mauricio Dubon.,R,L,R,MIA,HOU,S,,,2,1,2023,-0.76,1.84,0.05,2.12,,,,1,5,Bot,,,,,455117,,,5.570281371,-138.5676464,-11.00731363,-10.99897399,31.26637932,-6.156344652,3.51,1.67,217,76.2,50,95,2551,6.2,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.29,,,,,,,,49,4,4-Seam Fastball,4,6,4,6,6,4,4,6,Standard,Standard,206,0,-0.048
FF,8/16/2023,94.8,-1.45,6.89,"Verlander, Justin",665862,434378,,foul,,,,,12,Jazz Chisholm Jr.  lines out to center fielder Mauricio Dubon.,R,L,R,MIA,HOU,S,,,2,0,2023,-0.65,1.61,0.93,2.74,,,,1,5,Bot,,,,,455117,,,7.639018447,-137.6323787,-8.723556521,-9.985967004,31.5709407,-9.882656086,3.51,1.67,17,92.3,-8,94.4,2382,6.3,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.23,,,,,,,,49,3,4-Seam Fastball,4,6,4,6,6,4,4,6,Standard,Standard,210,0,-0.04
CH,8/16/2023,84,-1.88,6.76,"Verlander, Justin",665862,434378,,ball,,,,,13,Jazz Chisholm Jr.  lines out to center fielder Mauricio Dubon.,R,L,R,MIA,HOU,B,,,1,0,2023,-1.4,0.67,-0.2,1.28,,,,1,5,Bot,,,,,455117,,,6.597045591,-121.9635262,-7.543479013,-15.27203169,24.25417637,-24.13540544,3.44,1.67,,,,83.1,1849,5.9,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.64,,,,,,,,49,2,Changeup,4,6,4,6,6,4,4,6,Standard,Standard,237,0,0.042
CH,8/16/2023,85,-1.87,6.76,"Verlander, Justin",665862,434378,,ball,,,,,14,Jazz Chisholm Jr.  lines out to center fielder Mauricio Dubon.,R,L,R,MIA,HOU,B,,,0,0,2023,-1.34,0.59,0.65,1.17,,,,1,5,Bot,,,,,455117,,,8.516941467,-123.2859811,-7.863039481,-15.37817442,24.1599298,-24.77957989,3.55,1.67,,,,84.3,1723,6,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.5,,,,,,,,49,1,Changeup,4,6,4,6,6,4,4,6,Standard,Standard,238,0,0.025
SL,8/16/2023,88,-1.49,6.89,"Verlander, Justin",605137,434378,strikeout,foul_tip,,,,,6,Josh Bell strikes out on a foul tip.,R,L,R,MIA,HOU,S,2,,0,2,2023,0.53,0.24,0.62,2.6,,,,0,5,Bot,,,,,455117,,,4.014498721,-128.1310969,-4.808523795,5.008902344,25.86180562,-28.80886886,3.71,1.79,,,,87.8,2544,6.1,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.44,,,0,1,0,0,,48,4,Slider,4,6,4,6,6,4,4,6,,Standard,160,-0.031,-0.152
SL,8/16/2023,87.2,-1.48,6.85,"Verlander, Justin",605137,434378,,foul,,,,,14,Josh Bell strikes out on a foul tip.,R,L,R,MIA,HOU,S,,,0,2,2023,0.28,0.16,1.01,2.62,,,,0,5,Bot,,,,,455117,,,5.367459086,-126.8058981,-4.261546735,1.838543584,26.94705306,-29.78973702,3.71,1.79,44,71.1,1,86.4,2603,5.9,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.59,,,,,,,,48,3,Slider,4,6,4,6,6,4,4,6,,Standard,142,0,0
SL,8/16/2023,87.4,-1.71,6.84,"Verlander, Justin",605137,434378,,called_strike,,,,,9,Josh Bell strikes out on a foul tip.,R,L,R,MIA,HOU,S,,,0,1,2023,0,0.2,0.7,1.76,,,,0,5,Bot,,,,,455117,,,5.76078152,-127.1017131,-6.421872011,-1.219639606,27.12465302,-28.8729496,3.68,1.8,,,,86.6,2512,5.9,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.62,,,,,,,,48,2,Slider,4,6,4,6,6,4,4,6,,Standard,174,0,-0.049
SL,8/16/2023,85.9,-1.72,6.89,"Verlander, Justin",605137,434378,,foul,,,,,6,Josh Bell strikes out on a foul tip.,R,L,R,MIA,HOU,S,,,0,0,2023,0.51,0.33,0.59,3.02,,,,0,5,Bot,,,,,455117,,,4.401880664,-125.0832215,-3.585530236,4.426850929,25.05358886,-28.14362637,3.71,1.79,159,70.1,26,85.1,2566,5.7,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.76,,,,,,,,48,1,Slider,4,6,4,6,6,4,4,6,,Standard,168,0,-0.038
FF,8/16/2023,95.5,-1.42,6.85,"Verlander, Justin",650333,434378,field_out,hit_into_play,,,,,2,Luis Arraez lines out sharply to first baseman Jon Singleton.,R,L,R,MIA,HOU,X,3,line_drive,0,0,2023,-0.65,1.52,0.14,2.89,,542932,624585,2,4,Bot,158.28,157.02,,,455117,,,5.544364288,-138.7917745,-8.14949738,-9.695995656,33.68716155,-10.83853433,3.16,1.5,136,100.7,8,95.1,2521,6.3,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.21,0.614,0.595,0,1,0,0,4,43,1,4-Seam Fastball,4,6,4,6,6,4,4,6,Standard,Strategic,206,-0.055,-0.473
SL,8/16/2023,88.9,-1.61,6.81,"Verlander, Justin",624585,434378,walk,ball,,,,,14,Jorge Soler walks.   Jon Berti to 2nd.,R,R,R,MIA,HOU,B,,,3,2,2023,0.23,0.45,0.19,1,,,542932,2,4,Bot,,,,,455117,,,3.90285383,-129.2761567,-9.077259604,1.722101478,26.78905124,-25.47272966,3.52,1.85,,,,88.4,2562,6,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.49,,,0.7,1,0,0,,42,6,Slider,4,6,4,6,6,4,4,6,Standard,Strategic,184,0.026,0.219
SL,8/16/2023,87.4,-1.62,6.9,"Verlander, Justin",624585,434378,,ball,,,,,14,Jorge Soler walks.   Jon Berti to 2nd.,R,R,R,MIA,HOU,B,,,2,2,2023,0.59,0.24,0.52,1.01,,,542932,2,4,Bot,,,,,455117,,,3.902508273,-127.0420719,-8.49126833,5.569476539,26.31597569,-27.96995213,3.52,1.82,,,,86.8,2378,6,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.5,,,,,,,,42,5,Slider,4,6,4,6,6,4,4,6,Standard,Strategic,172,0,0.054
CU,8/16/2023,81.1,-1.7,6.71,"Verlander, Justin",624585,434378,,blocked_ball,,,,,14,Jorge Soler walks.   Jon Berti to 2nd.,R,R,R,MIA,HOU,B,,,1,2,2023,0.5,-1.04,0.93,-0.87,,,542932,2,4,Bot,,,,,455117,,,4.869742232,-117.8600576,-8.238643397,3.7018736,23.63427357,-40.39073449,3.52,1.75,,,,80.4,2812,6,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.5,,,,,,,,42,4,Curveball,4,6,4,6,6,4,4,6,,Strategic,39,0,0.028
FF,8/16/2023,95.1,-1.25,7.05,"Verlander, Justin",624585,434378,,foul,,,,,1,Jorge Soler walks.   Jon Berti to 2nd.,R,R,R,MIA,HOU,S,,,1,1,2023,-0.47,1.69,-0.62,2.95,,,542932,2,4,Bot,,,,,455117,,,2.684920178,-138.295018,-8.834843174,-6.62102482,31.66745919,-8.738751339,3.47,1.69,122,66.1,66,94.7,2432,6.1,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.37,,,,,,,,42,3,4-Seam Fastball,4,6,4,6,6,4,4,6,Standard,Strategic,204,0,-0.05
FF,8/16/2023,95.2,-1.36,6.96,"Verlander, Justin",624585,434378,,foul,,,,,11,Jorge Soler walks.   Jon Berti to 2nd.,R,R,R,MIA,HOU,S,,,1,0,2023,-0.85,1.6,-1.05,2.59,,,542932,2,4,Bot,,,,,455117,,,2.723292083,-138.3878083,-9.356597824,-11.54150494,31.49533645,-9.689845224,3.47,1.69,3,45.7,-37,94.6,2481,6.1,716972,434378,455117,572138,514888,608324,665161,676801,643289,663656,54.44,,,,,,,,42,2,4-Seam Fastball,4,6,4,6,6,4,4,6,Standard,Strategic,203,0,-0.042
