pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
CU,6/26/2023,79.2,-1.68,6.8,"Verlander, Justin",680911,434378,,blocked_ball,,,,,14,Owen Miller strikes out swinging.,R,R,R,NYM,MIL,B,,,0,1,2023,0.48,-1.04,0.51,0.71,592885,,661388,2,5,Top,,,,,682626,,,3.864450269,-115.2851662,-4.510865655,3.469663565,23.06386223,-40.70642185,3.22,1.34,,,,78.5,2707,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.53,,,,,,,,38,2,Curveball,1,0,0,1,0,1,0,1,Standard,Standard,39,0,0.067
FF,6/26/2023,93.6,-1.76,6.78,"Verlander, Justin",680911,434378,,foul,,,,,6,Owen Miller strikes out swinging.,R,R,R,NYM,MIL,S,,,0,0,2023,-0.72,1.67,0.46,2.18,592885,,661388,2,5,Top,,,,,682626,,,7.287740676,-135.8349391,-9.700614919,-10.63278273,31.70420232,-9.497937412,3.13,1.37,,,,92.9,2502,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.35,,,,,,,,38,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,208,0,-0.09
FF,6/26/2023,93.2,-1.65,6.84,"Verlander, Justin",642715,434378,field_out,hit_into_play,,,,,6,Willy Adames flies out to right fielder Starling Marte.   Christian Yelich to 3rd.,R,R,R,NYM,MIL,X,9,fly_ball,2,1,2023,-0.71,1.64,0.34,2.68,,592885,661388,1,5,Top,214,117.09,,,682626,,,6.639255197,-135.3595377,-8.436453716,-10.27504696,31.49670668,-10.34228883,3.41,1.68,296,97.4,46,92.5,2472,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.4,0.011,0.014,0,1,0,0,3,37,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,209,0.055,-0.521
SL,6/26/2023,84.4,-1.7,6.86,"Verlander, Justin",642715,434378,,called_strike,,,,,14,Willy Adames flies out to right fielder Starling Marte.   Christian Yelich to 3rd.,R,R,R,NYM,MIL,S,,,2,0,2023,0.6,0.12,0.84,1.76,,592885,661388,1,5,Top,,,,,682626,,,4.712138018,-122.7546426,-5.652683054,5.024594659,26.40525443,-29.98308207,3.5,1.68,,,,83.7,2476,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.44,,,,,,,,37,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,131,0,-0.152
SL,6/26/2023,85.8,-1.77,6.78,"Verlander, Justin",642715,434378,,blocked_ball,,,,,14,Willy Adames flies out to right fielder Starling Marte.   Christian Yelich to 3rd.,R,R,R,NYM,MIL,B,,,1,0,2023,0.37,0.33,2.22,0.55,,592885,661388,1,5,Top,,,,,682626,,,8.680322579,-124.436964,-9.071379372,1.975586616,25.99335081,-27.0150665,3.5,1.79,,,,85.3,2530,6.3,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.25,,,,,,,,37,2,Slider,1,0,0,1,0,1,0,1,Standard,Standard,115,0,0.128
FF,6/26/2023,93.7,-1.62,6.82,"Verlander, Justin",642715,434378,,ball,,,,,14,Willy Adames flies out to right fielder Starling Marte.   Christian Yelich to 3rd.,R,R,R,NYM,MIL,B,,,0,0,2023,-0.76,1.69,0.51,1.48,,592885,661388,1,5,Top,,,,,682626,,,7.173381537,-135.857257,-11.72655569,-10.98441121,30.80262665,-8.795656244,3.52,1.77,,,,93.3,2508,6.3,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.16,,,,,,,,37,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,210,0,0.083
SL,6/26/2023,85.6,-1.62,6.91,"Verlander, Justin",642133,434378,field_out,hit_into_play,,,,,14,Rowdy Tellez flies out to right fielder Starling Marte.,R,L,R,NYM,MIL,X,9,fly_ball,2,2,2023,0.51,-0.02,0.54,1.37,,592885,661388,0,5,Top,155.45,96.26,,,682626,,,4.046199978,-124.5594253,-6.796224711,4.631734843,23.23909715,-31.28688707,3.59,1.7,266,88,46,85.7,2508,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.33,0.006,0.005,0,1,0,0,3,36,7,Slider,1,0,0,1,0,1,0,1,Standard,Standard,118,0.074,-0.35
CU,6/26/2023,77.9,-1.72,6.8,"Verlander, Justin",642133,434378,,foul,,,,,4,Rowdy Tellez flies out to right fielder Starling Marte.,R,L,R,NYM,MIL,S,,,2,2,2023,0.58,-1.22,-0.51,2.37,,592885,661388,0,5,Top,,,,,682626,,,1.529257716,-113.4389069,-0.375847983,4.685913937,21.06062734,-42.85726307,3.59,1.7,57,57.5,83,77.5,2628,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.49,,,,,,,,36,6,Curveball,1,0,0,1,0,1,0,1,Standard,Standard,41,0,0
CU,6/26/2023,78,-1.72,6.87,"Verlander, Justin",642133,434378,,foul,,,,,5,Rowdy Tellez flies out to right fielder Starling Marte.,R,L,R,NYM,MIL,S,,,2,2,2023,0.64,-1.23,-0.26,2.51,,592885,661388,0,5,Top,,,,,682626,,,1.951880574,-113.6023576,-0.216174476,5.16418242,21.77963975,-42.95526853,3.59,1.7,5,86.2,-29,77.4,2696,5.9,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.56,,,,,,,,36,5,Curveball,1,0,0,1,0,1,0,1,Standard,Standard,42,0,0
FF,6/26/2023,92.7,-1.79,6.86,"Verlander, Justin",642133,434378,,foul,,,,,5,Rowdy Tellez flies out to right fielder Starling Marte.,R,L,R,NYM,MIL,S,,,2,1,2023,-0.77,1.4,-0.18,2.66,,592885,661388,0,5,Top,,,,,682626,,,5.750982356,-134.6915688,-7.956711582,-10.66244526,28.95308036,-13.52411685,3.59,1.7,154,76.7,71,92.2,2396,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.47,,,,,,,,36,4,4-Seam Fastball,1,0,0,1,0,1,0,1,,Standard,211,0,-0.197
CH,6/26/2023,83.7,-1.78,6.82,"Verlander, Justin",642133,434378,,ball,,,,,14,Rowdy Tellez flies out to right fielder Starling Marte.,R,L,R,NYM,MIL,B,,,1,1,2023,-1.17,0.99,0.2,1.45,,592885,661388,0,5,Top,,,,,682626,,,6.872923924,-121.5103119,-7.901054463,-12.9759254,23.81241849,-20.93422735,3.79,1.79,,,,83.6,1874,6.3,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.16,,,,,,,,36,3,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,231,0,0.105
FF,6/26/2023,93.1,-1.81,6.72,"Verlander, Justin",642133,434378,,foul,,,,,7,Rowdy Tellez flies out to right fielder Starling Marte.,R,L,R,NYM,MIL,S,,,1,0,2023,-0.88,1.71,-0.33,1.78,,592885,661388,0,5,Top,,,,,682626,,,5.715511944,-135.1155785,-10.60511685,-12.02879166,29.37422784,-9.085173968,3.59,1.7,175,74.2,18,92.8,2409,6.3,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.24,,,,,,,,36,2,4-Seam Fastball,1,0,0,1,0,1,0,1,,Standard,211,0,-0.113
FF,6/26/2023,93.3,-1.67,6.79,"Verlander, Justin",642133,434378,,blocked_ball,,,,,13,Rowdy Tellez flies out to right fielder Starling Marte.,R,L,R,NYM,MIL,B,,,0,0,2023,-0.95,1.57,-0.37,0.7,,592885,661388,0,5,Top,,,,,682626,,,5.398695889,-135.169744,-13.22644427,-12.87909181,30.96332803,-10.0938746,3.82,1.73,,,,92.6,2490,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.28,,,,,,,,36,1,4-Seam Fastball,1,0,0,1,0,1,0,1,,Standard,209,0,0.085
FF,6/26/2023,93.1,-1.78,6.97,"Verlander, Justin",661388,434378,hit_by_pitch,hit_by_pitch,,,,,11,William Contreras hit by pitch.    Christian Yelich to 2nd.,R,R,R,NYM,MIL,B,,,0,0,2023,-0.82,1.45,-2.4,3.6,,,592885,0,5,Top,,,,,682626,,,0.212158767,-135.4251155,-5.973621375,-10.02061551,33.39828861,-13.23045516,3.44,1.64,,,,92.1,2360,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.5,,,0.7,1,0,0,,35,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,203,-0.077,0.592
FF,6/26/2023,94.1,-1.4,6.94,"Verlander, Justin",592885,434378,single,hit_into_play,,,,,11,Christian Yelich singles on a ground ball to left fielder Tommy Pham.,R,L,R,NYM,MIL,X,7,ground_ball,3,2,2023,-0.74,1.51,-0.02,3.48,,,,0,5,Top,89.49,147.55,,,682626,,,5.171004441,-136.7695944,-6.462619715,-10.47791158,34.32388639,-12.04704259,3.29,1.69,62,95.2,1,92.9,2417,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.53,0.383,0.364,0.9,1,1,0,2,34,8,4-Seam Fastball,1,0,0,1,0,1,0,1,,Standard,208,-0.052,0.31
SL,6/26/2023,85.6,-1.45,6.94,"Verlander, Justin",592885,434378,,foul,,,,,12,Christian Yelich singles on a ground ball to left fielder Tommy Pham.,R,L,R,NYM,MIL,S,,,3,2,2023,0.64,0.05,0.82,3.54,,,,0,5,Top,,,,,682626,,,4.03042867,-124.5719341,-1.798113422,5.814468927,26.61866804,-31.4760945,3.29,1.69,5,74.2,-31,84.9,2512,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.54,,,,,,,,34,7,Slider,1,0,0,1,0,1,0,1,,Standard,134,0,0
CH,6/26/2023,83.6,-1.76,6.86,"Verlander, Justin",592885,434378,,ball,,,,,11,Christian Yelich singles on a ground ball to left fielder Tommy Pham.,R,L,R,NYM,MIL,B,,,2,2,2023,-1.34,0.73,-1.7,4.15,,,,0,5,Top,,,,,682626,,,2.76224657,-121.6580201,-1.203681518,-13.78940056,26.43639401,-24.91868857,3.35,1.69,,,,83,2077,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.4,,,,,,,,34,6,Changeup,1,0,0,1,0,1,0,1,,Standard,228,0,0.103
FF,6/26/2023,94.1,-1.58,6.82,"Verlander, Justin",592885,434378,,foul,,,,,2,Christian Yelich singles on a ground ball to left fielder Tommy Pham.,R,L,R,NYM,MIL,S,,,2,2,2023,-0.94,1.48,0.06,3.41,,,,0,5,Top,,,,,682626,,,6.288757641,-136.6956332,-6.332955617,-13.19525492,31.93461349,-12.40547486,3.29,1.69,260,82.9,45,93.2,2426,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.52,,,,,,,,34,5,4-Seam Fastball,1,0,0,1,0,1,0,1,,Standard,210,0,0
CH,6/26/2023,84.1,-1.78,6.82,"Verlander, Justin",592885,434378,,ball,,,,,13,Christian Yelich singles on a ground ball to left fielder Tommy Pham.,R,L,R,NYM,MIL,B,,,1,2,2023,-1.55,0.92,-1.53,2.14,,,,0,5,Top,,,,,682626,,,3.638987703,-122.1829063,-6.157856181,-16.22184756,26.981132,-21.9091161,3.29,1.72,,,,83.2,2134,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.43,,,,,,,,34,4,Changeup,1,0,0,1,0,1,0,1,,Standard,228,0,0.041
SL,6/26/2023,84.8,-1.75,6.89,"Verlander, Justin",592885,434378,,foul,,,,,12,Christian Yelich singles on a ground ball to left fielder Tommy Pham.,R,L,R,NYM,MIL,S,,,1,1,2023,0.57,0.02,0.3,3.75,,,,0,5,Top,,,,,682626,,,3.65554147,-123.507335,-1.03707253,5.018154794,25.52695481,-31.96801236,3.29,1.69,176,76.2,20,84.2,2486,5.9,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.6,,,,,,,,34,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,132,0,-0.055
SL,6/26/2023,86.5,-1.83,6.81,"Verlander, Justin",592885,434378,,ball,,,,,14,Christian Yelich singles on a ground ball to left fielder Tommy Pham.,R,L,R,NYM,MIL,B,,,0,1,2023,0.51,0.36,0.82,0.39,,,,0,5,Top,,,,,682626,,,5.247798443,-125.5258039,-9.704381541,4.212688048,26.66587828,-26.49831245,3.35,1.72,,,,85.6,2611,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.52,,,,,,,,34,2,Slider,1,0,0,1,0,1,0,1,Standard,Standard,165,0,0.028
CU,6/26/2023,77.5,-1.72,6.95,"Verlander, Justin",592885,434378,,called_strike,,,,,6,Christian Yelich singles on a ground ball to left fielder Tommy Pham.,R,L,R,NYM,MIL,S,,,0,0,2023,0.91,-1.1,0.54,2.9,,,,0,5,Top,,,,,682626,,,3.122984563,-112.7587151,0.350323032,7.107643843,22.76328733,-41.78018741,3.4,1.78,,,,76.6,2790,5.9,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.61,,,,,,,,34,1,Curveball,1,0,0,1,0,1,0,1,Standard,Standard,39,0,-0.038
FF,6/26/2023,93.9,-1.44,6.92,"Verlander, Justin",686894,434378,field_out,hit_into_play,,,,,5,Joey Wiemer pops out to shortstop Francisco Lindor.,R,R,R,NYM,MIL,X,6,popup,2,1,2023,-0.43,1.74,-0.23,2.37,,649966,,2,4,Top,107.21,160.56,,,682626,,,4.085962115,-136.3533771,-9.820654579,-6.349781215,31.95314891,-8.533894773,3.29,1.54,105,95.1,69,93.4,2381,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.26,0.017,0.019,0,1,0,0,3,28,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,209,0.041,-0.322
CH,6/26/2023,86.4,-1.86,6.8,"Verlander, Justin",686894,434378,,blocked_ball,,,,,14,Joey Wiemer pops out to shortstop Francisco Lindor.,R,R,R,NYM,MIL,B,,,1,1,2023,-1.2,0.8,1.3,-1.36,,649966,,2,4,Top,,,,,682626,,,9.868335987,-124.6329454,-14.65000314,-14.51086817,25.53235026,-20.82308015,3.29,1.57,,,,85.5,1809,6.3,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.25,,,,,,,,28,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,232,0,0.023
FF,6/26/2023,93.9,-1.67,6.85,"Verlander, Justin",686894,434378,,called_strike,,,,,4,Joey Wiemer pops out to shortstop Francisco Lindor.,R,R,R,NYM,MIL,S,,,1,0,2023,-0.63,1.75,-0.49,2.69,,649966,663368,1,4,Top,,,,,682626,,,4.438096675,-136.4343434,-8.850984048,-8.825460018,30.7930687,-8.587810357,3.43,1.63,,,,93.6,2516,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.28,,,,,,,,28,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0.064,-0.101
FF,6/26/2023,95.5,-1.63,6.9,"Verlander, Justin",686894,434378,,ball,,,,,12,Joey Wiemer pops out to shortstop Francisco Lindor.,R,R,R,NYM,MIL,B,,,0,0,2023,-0.41,1.63,0.12,4.6,,649966,663368,1,4,Top,,,,,682626,,,5.514732732,-138.9726008,-4.088127141,-6.606190285,32.61063736,-10.31295575,3.43,1.6,,,,95,2512,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.38,,,,,,,,28,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,203,0,0.083
CU,6/26/2023,78.8,-1.84,6.8,"Verlander, Justin",663368,434378,single,hit_into_play,,,,,8,Blake Perkins singles on a ground ball to right fielder Starling Marte.   Luis Urias to 2nd.,R,L,R,NYM,MIL,X,9,ground_ball,0,2,2023,0.81,-1.13,-0.2,1.43,,,649966,1,4,Top,180.49,127.58,,,682626,,,2.0360652,-114.7352521,-2.655050879,6.700058555,23.65417402,-41.79973106,3.21,1.54,138,86.3,9,78,2937,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.53,0.454,0.415,0.9,1,1,0,4,27,3,Curveball,0,0,0,0,0,0,0,0,,Standard,35,-0.043,0.601
FF,6/26/2023,93.4,-1.88,6.75,"Verlander, Justin",663368,434378,,called_strike,,,,,2,Blake Perkins singles on a ground ball to right fielder Starling Marte.   Luis Urias to 2nd.,R,L,R,NYM,MIL,S,,,0,1,2023,-0.56,1.44,0.11,3.12,,,649966,1,4,Top,,,,,682626,,,6.323078191,-135.7231574,-6.71772833,-8.318583874,30.14033622,-13.03775121,3.3,1.6,,,,92.8,2428,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.47,,,,,,,,27,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,211,0,-0.062
SL,6/26/2023,85.2,-1.78,6.91,"Verlander, Justin",663368,434378,,called_strike,,,,,6,Blake Perkins singles on a ground ball to right fielder Starling Marte.   Luis Urias to 2nd.,R,L,R,NYM,MIL,S,,,0,0,2023,0.39,0.17,0.29,2.36,,,649966,1,4,Top,,,,,682626,,,4.056113668,-124.0571478,-4.706130032,3.1533738,25.40772123,-29.71689034,3.35,1.63,,,,84.8,2477,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.45,,,,,,,,27,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,128,0,-0.049
SL,6/26/2023,86.6,-1.73,6.75,"Verlander, Justin",649966,434378,single,hit_into_play,,,,,9,Luis Urias singles on a ground ball to left fielder Tommy Pham.,R,R,R,NYM,MIL,X,7,ground_ball,0,1,2023,0.6,0.18,0.58,1.92,,,,1,4,Top,99.33,152.68,,,682626,,,4.260380273,-126.0247734,-5.659942185,5.43843287,26.91490809,-29.24272491,3.25,1.53,38,91.1,0,86.1,2565,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.42,0.289,0.26,0.9,1,1,0,2,26,2,Slider,0,0,0,0,0,0,0,0,,Standard,145,-0.03,0.289
SL,6/26/2023,87.5,-1.73,6.84,"Verlander, Justin",649966,434378,,called_strike,,,,,9,Luis Urias singles on a ground ball to left fielder Tommy Pham.,R,R,R,NYM,MIL,S,,,0,0,2023,0.44,0.45,0.72,2.14,,,,1,4,Top,,,,,682626,,,4.957132026,-127.2396705,-6.082219143,3.807761498,26.07759094,-26.23309135,3.51,1.59,,,,87.1,2469,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.45,,,,,,,,26,1,Slider,0,0,0,0,0,0,0,0,,Standard,169,0,-0.026
FF,6/26/2023,93,-1.77,6.76,"Verlander, Justin",608385,434378,field_out,hit_into_play,,,,,4,"Jesse Winker grounds out, first baseman Pete Alonso to pitcher Justin Verlander.",R,L,R,NYM,MIL,X,3,ground_ball,1,1,2023,-1.3,1.56,-0.45,2.25,,,,0,4,Top,148.42,165.41,,,682626,,,6.189666715,-134.9934048,-9.091006046,-17.24940355,32.31045175,-11.21061443,3.36,1.58,4,86.4,-31,92.1,2550,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.4,0.08,0.081,0,1,0,0,2,25,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,Standard,214,0.027,-0.229
FF,6/26/2023,93,-1.82,6.77,"Verlander, Justin",608385,434378,,called_strike,,,,,7,"Jesse Winker grounds out, first baseman Pete Alonso to pitcher Justin Verlander.",R,L,R,NYM,MIL,S,,,1,0,2023,-1.14,1.74,-0.82,2.08,,,,0,4,Top,,,,,682626,,,5.016250074,-134.8960737,-9.904186754,-15.06821712,32.52365771,-8.9298766,3.36,1.64,,,,91.9,2543,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.45,,,,,,,,25,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,Standard,217,0,-0.047
FF,6/26/2023,93,-1.83,6.81,"Verlander, Justin",608385,434378,,ball,,,,,14,"Jesse Winker grounds out, first baseman Pete Alonso to pitcher Justin Verlander.",R,L,R,NYM,MIL,B,,,0,0,2023,-1,1.5,1.14,1.34,,,,0,4,Top,,,,,682626,,,9.699051142,-134.6722536,-11.33004385,-14.33680739,31.74313592,-11.48832875,3.39,1.61,,,,91.7,2543,6,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.5,,,,,,,,25,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,Standard,212,0,0.036
CU,6/26/2023,78.2,-1.72,6.87,"Verlander, Justin",680911,434378,strikeout,called_strike,,,,,2,Owen Miller called out on strikes.,R,R,R,NYM,MIL,S,2,,3,2,2023,0.59,-1.25,-0.16,3.13,,,,2,3,Top,,,,,682626,,,2.25835771,-113.8159961,1.122608938,4.714970899,21.63537806,-43.41673086,3.13,1.31,,,,78,2632,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.27,,,0,1,0,0,,20,8,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,36,0.011,-0.13
SL,6/26/2023,87.6,-1.52,6.83,"Verlander, Justin",680911,434378,,foul,,,,,12,Owen Miller called out on strikes.,R,R,R,NYM,MIL,S,,,3,2,2023,0.51,0.29,0.99,2.27,,,,2,3,Top,,,,,682626,,,5.014624449,-127.3960112,-5.43886952,4.45474408,26.81574362,-28.10130816,3.13,1.37,171,75.9,65,87.4,2635,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.26,,,,,,,,20,7,Slider,0,0,0,0,0,0,0,0,Standard,Standard,191,0,0
SL,6/26/2023,86.5,-1.63,6.81,"Verlander, Justin",680911,434378,,foul,,,,,6,Owen Miller called out on strikes.,R,R,R,NYM,MIL,S,,,3,2,2023,0.39,0.17,0.5,2.1,,,,2,3,Top,,,,,682626,,,4.276658404,-125.8315323,-5.332394501,3.191431034,26.57310057,-29.43471162,3.13,1.37,4,85.3,-29,86.1,2550,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.33,,,,,,,,20,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,151,0,0
CH,6/26/2023,85.9,-1.6,6.71,"Verlander, Justin",680911,434378,,ball,,,,,14,Owen Miller called out on strikes.,R,R,R,NYM,MIL,B,,,2,2,2023,-1.32,0.79,0.17,0.44,,,,2,3,Top,,,,,682626,,,6.829568662,-124.6511948,-10.12652998,-15.10278532,24.78890333,-22.08009663,3.13,1.31,,,,85.6,2151,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.25,,,,,,,,20,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,230,0,0.04
SL,6/26/2023,87.5,-1.58,6.7,"Verlander, Justin",680911,434378,,ball,,,,,14,Owen Miller called out on strikes.,R,R,R,NYM,MIL,B,,,1,2,2023,0.62,0.16,1.7,2.05,,,,2,3,Top,,,,,682626,,,6.603634017,-127.2050451,-5.381042743,5.294392862,27.01966691,-29.48045195,3.22,1.4,,,,87.2,2507,6.3,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.24,,,,,,,,20,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,138,0,0.016
SL,6/26/2023,87,-1.63,6.71,"Verlander, Justin",680911,434378,,ball,,,,,12,Owen Miller called out on strikes.,R,R,R,NYM,MIL,B,,,0,2,2023,0.44,0.16,1.34,2.34,,,,2,3,Top,,,,,682626,,,6.207795204,-126.6003238,-4.657280253,3.513189589,24.62469951,-29.72912154,3.1,1.28,,,,87,2581,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.34,,,,,,,,20,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,147,0,0.008
SL,6/26/2023,87.8,-1.78,6.75,"Verlander, Justin",680911,434378,,swinging_strike,,,,,14,Owen Miller called out on strikes.,R,R,R,NYM,MIL,S,,,0,1,2023,0.29,0.46,1.26,0.75,,,,2,3,Top,,,,,682626,,,6.737073375,-127.5550068,-9.363370296,1.920752877,24.18164664,-25.48246027,3.13,1.37,,,,87.8,2435,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.3,,,,,,,,20,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,180,0,-0.023
FF,6/26/2023,94.1,-1.7,6.79,"Verlander, Justin",680911,434378,,called_strike,,,,,6,Owen Miller called out on strikes.,R,R,R,NYM,MIL,S,,,0,0,2023,-0.85,1.41,0.56,2.35,,,,2,3,Top,,,,,682626,,,7.730826659,-136.6018981,-8.937882953,-12.31450545,29.73672616,-12.64882246,3.24,1.43,,,,94,2505,6.3,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.19,,,,,,,,20,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,212,0,-0.017
FF,6/26/2023,94.5,-1.49,6.81,"Verlander, Justin",642715,434378,field_out,hit_into_play,,,,,6,"Willy Adames grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,R,NYM,MIL,X,6,ground_ball,2,1,2023,-0.81,1.34,0.73,2.55,,,,1,3,Top,104.07,144.98,,,682626,,,7.55051746,-137.1342473,-8.303920732,-11.88316888,31.86191378,-13.59674919,3.41,1.68,6,86.6,-24,93.7,2421,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.4,0.111,0.111,0,1,0,0,2,19,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208,0.018,-0.196
CH,6/26/2023,84.8,-1.74,6.8,"Verlander, Justin",642715,434378,,ball,,,,,11,"Willy Adames grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,R,NYM,MIL,B,,,1,1,2023,-1.39,0.81,-1.03,3.41,,,,1,3,Top,,,,,682626,,,4.435767648,-123.3811819,-3.1767097,-15.11445674,25.51868446,-23.49803647,3.47,1.71,,,,84.5,2190,6.2,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.29,,,,,,,,19,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,233,0,0.034
CH,6/26/2023,84.5,-1.79,6.79,"Verlander, Justin",642715,434378,,ball,,,,,13,"Willy Adames grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,R,NYM,MIL,B,,,0,1,2023,-1.5,0.73,-2.08,1.98,,,,1,3,Top,,,,,682626,,,2.32065554,-122.8516476,-6.256396818,-15.63278302,25.86067855,-23.67733916,3.47,1.79,,,,84.2,2088,6.3,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.2,,,,,,,,19,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,231,0,0.019
SL,6/26/2023,85.8,-1.86,6.8,"Verlander, Justin",642715,434378,,foul,,,,,9,"Willy Adames grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,R,NYM,MIL,S,,,0,0,2023,0.47,0.14,0.8,1.99,,,,1,3,Top,,,,,682626,,,5.320671314,-124.8269844,-5.366977464,3.818102406,25.44610438,-29.8056728,3.41,1.68,193,74,56,85.5,2585,6.1,717607,434378,682626,624413,643446,683146,596019,502054,607043,516782,54.39,,,,,,,,19,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,121,0,-0.026
